,Scores,Alive_Duration
531,7,357
532,4,172
533,4,274
534,0,59
535,4,201
536,0,53
537,8,514
538,3,158
539,4,152
540,1,102
541,7,286
542,6,252
543,4,178
544,2,111
545,4,269
546,8,376
547,6,227
548,4,201
549,6,186
550,4,142
551,7,393
552,2,107
553,5,224
554,9,357
555,8,373
556,3,184
557,6,188
558,2,88
559,10,436
560,5,190
561,7,424
562,4,219
563,8,479
564,3,143
565,10,364
566,6,258
567,2,100
568,1,63
569,4,167
570,6,259
571,1,69
572,6,265
573,1,51
574,1,87
575,9,435
576,3,168
577,0,28
578,8,386
579,1,39
580,5,131
581,4,188
582,7,254
583,5,245
584,2,153
585,5,225
586,0,25
587,2,120
588,4,207
589,0,28
590,10,336
591,6,236
592,2,121
593,14,625
594,0,32
595,7,281
596,3,148
597,6,234
598,4,209
599,4,212
600,4,182
601,3,214
602,4,230
603,4,143
604,8,446
605,4,210
606,6,287
607,5,262
608,8,490
609,6,291
610,9,260
611,2,197
612,4,269
613,0,63
614,5,193
615,0,43
616,6,184
617,3,269
618,4,287
619,8,385
620,2,67
621,6,265
622,5,298
623,4,236
624,1,86
625,4,129
626,4,197
627,6,317
628,5,212
629,9,471
630,7,280
631,7,372
632,2,154
633,7,236
634,5,203
635,8,323
636,5,215
637,6,345
638,4,141
639,2,93
640,3,146
641,2,61
642,2,199
643,0,47
644,8,432
645,3,124
646,5,189
647,5,180
648,0,59
649,4,175
650,3,139
651,4,131
652,1,93
653,6,331
654,5,159
655,4,180
656,6,230
657,4,185
658,2,49
659,4,306
660,5,239
661,4,266
662,8,269
663,5,166
664,11,415
665,2,145
666,2,61
667,12,515
668,0,37
669,3,168
670,4,137
671,4,146
672,2,145
673,6,178
674,5,170
675,1,76
676,5,168
677,6,156
678,4,197
679,4,210
680,9,479
681,4,202
682,6,262
683,4,88
684,8,288
685,7,334
686,8,372
687,0,53
688,4,240
689,5,120
690,4,222
691,4,153
692,6,338
693,8,196
694,5,288
695,6,232
696,5,245
697,6,281
698,5,195
699,6,208
700,6,262
701,6,183
702,5,214
703,5,253
704,2,68
705,4,186
706,2,91
707,5,183
708,3,100
709,6,284
710,2,113
711,14,555
712,5,391
713,2,69
714,12,480
715,7,215
716,6,238
717,4,320
718,7,250
719,7,348
720,17,492
721,4,188
722,10,450
723,6,302
724,1,43
725,5,153
726,5,275
727,5,210
728,2,102
729,5,172
730,2,111
731,1,45
732,6,271
733,4,170
734,8,346
735,9,324
736,6,181
737,7,285
738,1,149
739,9,371
740,14,635
741,2,115
742,7,315
743,4,168
744,5,150
745,11,347
746,6,296
747,1,47
748,6,181
749,5,142
750,4,205
751,6,254
752,9,371
753,9,386
754,4,244
755,4,209
756,4,137
757,16,578
758,3,149
759,6,324
760,5,142
761,5,146
762,9,433
763,1,44
764,1,74
765,9,355
766,7,255
767,5,348
768,13,455
769,17,517
770,4,220
771,4,184
772,8,361
773,4,247
774,20,864
775,3,112
776,9,326
777,5,198
778,19,762
779,6,311
780,2,81
781,9,349
782,8,363
783,4,158
784,7,417
785,5,205
786,4,213
787,10,501
788,9,297
789,6,240
790,4,237
791,10,342
792,0,44
793,4,182
794,3,162
795,4,140
796,13,529
797,8,387
798,8,355
799,9,360
800,4,247
801,4,215
802,13,446
803,6,250
804,6,256
805,11,345
806,0,44
807,5,285
808,8,296
809,5,248
810,18,759
811,9,302
812,9,343
813,6,243
814,13,512
815,2,59
816,6,306
817,8,343
818,2,135
819,3,183
820,4,101
821,8,298
822,0,38
823,1,61
824,7,285
825,13,530
826,13,483
827,6,250
828,8,258
829,8,243
830,7,259
831,8,308
832,7,345
833,14,603
834,7,253
835,5,163
836,7,426
837,6,220
838,11,317
839,13,447
840,15,451
841,4,117
842,6,199
843,17,590
844,6,276
845,6,210
846,8,212
847,1,121
848,16,709
849,4,189
850,11,343
851,5,205
852,7,313
853,3,157
854,10,322
855,6,275
856,22,812
857,4,128
858,13,552
859,7,247
860,4,141
861,3,133
862,22,909
863,8,327
864,0,104
865,13,376
866,5,271
867,6,154
868,6,256
869,5,173
870,2,66
871,8,293
872,0,66
873,9,364
874,6,333
875,12,483
876,18,684
877,12,509
878,9,291
879,8,306
880,6,206
881,0,31
882,8,305
883,5,201
884,4,156
885,11,481
886,6,289
887,5,173
888,5,239
889,7,204
890,4,145
891,11,588
892,14,410
893,12,452
894,9,183
895,6,131
896,4,211
897,12,421
898,15,567
899,10,324
900,0,68
901,8,445
902,16,539
903,11,474
904,4,173
905,13,374
906,4,213
907,6,307
908,8,345
909,9,293
910,7,319
911,4,208
912,4,166
913,14,506
914,9,287
915,6,259
916,17,644
917,5,195
918,4,165
919,1,53
920,6,150
921,10,414
922,17,459
923,4,211
924,16,522
925,8,357
926,7,328
927,8,309
928,4,153
929,17,625
930,12,318
931,9,445
932,8,365
933,5,234
934,7,348
935,8,239
936,7,282
937,5,172
938,6,306
939,3,98
940,7,283
941,8,326
942,12,475
943,15,557
944,7,267
945,9,299
946,5,281
947,8,346
948,17,575
949,9,402
950,7,205
951,8,274
952,8,353
953,0,82
954,7,228
955,7,267
956,0,29
957,12,460
958,17,590
959,10,237
960,5,218
961,1,55
962,7,367
963,9,288
964,8,239
965,12,528
966,18,710
967,4,128
968,7,340
969,5,231
970,5,233
971,3,130
972,13,489
973,14,676
974,7,290
975,13,527
976,9,285
977,10,296
978,16,584
979,0,57
980,15,581
981,2,61
982,11,514
983,17,493
984,17,641
985,9,380
986,8,391
987,20,691
988,25,826
989,11,335
990,18,584
991,9,288
992,12,511
993,7,241
994,4,92
995,2,123
996,16,420
997,23,1037
998,2,142
999,2,86
1000,3,79
1001,6,277
1002,0,33
1003,11,505
1004,12,314
1005,3,310
1006,6,255
1007,15,558
1008,23,886
1009,14,462
1010,5,134
1011,3,83
1012,19,725
1013,8,251
1014,7,243
1015,1,51
1016,11,399
1017,9,348
1018,7,317
1019,12,305
1020,10,386
1021,12,396
1022,8,309
1023,8,265
1024,13,579
1025,7,346
1026,14,555
1027,11,388
1028,5,206
1029,10,383
1030,15,623
1031,5,208
1032,13,470
1033,11,516
1034,8,365
1035,9,297
1036,3,112
1037,11,552
1038,0,37
1039,7,245
1040,17,652
1041,16,554
1042,9,403
1043,4,119
1044,5,196
1045,5,213
1046,6,278
1047,10,405
1048,10,316
1049,16,573
1050,4,158
1051,10,452
1052,13,496
1053,7,251
1054,10,340
1055,0,33
1056,20,741
1057,28,882
1058,16,610
1059,0,43
1060,6,182
1061,16,611
1062,7,234
1063,6,223
1064,13,549
1065,14,498
1066,10,309
1067,8,432
1068,8,296
1069,11,464
1070,14,550
1071,10,292
1072,5,133
1073,9,272
1074,5,136
1075,11,382
1076,7,248
1077,26,1013
1078,5,323
1079,0,51
1080,14,612
1081,16,504
1082,11,397
1083,14,598
1084,35,1042
1085,1,53
1086,25,806
1087,9,413
1088,5,259
1089,23,727
1090,6,174
1091,13,631
1092,19,665
1093,14,395
1094,7,225
1095,2,71
1096,4,196
1097,29,1033
1098,7,355
1099,11,362
1100,10,288
1101,6,314
1102,14,460
1103,4,154
1104,7,191
1105,30,1203
1106,27,948
1107,0,39
1108,26,1056
1109,11,400
1110,5,167
1111,0,80
1112,5,191
1113,9,248
1114,10,308
1115,7,300
1116,14,549
1117,7,225
1118,5,157
1119,17,683
1120,7,159
1121,0,40
1122,5,134
1123,2,122
1124,23,819
1125,10,340
1126,27,1067
1127,15,524
1128,15,529
1129,9,414
1130,17,568
1131,17,649
1132,17,551
1133,20,675
1134,21,681
1135,10,536
1136,14,439
1137,22,534
1138,3,48
1139,4,106
1140,8,371
1141,19,845
1142,7,331
1143,8,321
1144,13,497
1145,19,582
1146,8,327
1147,10,364
1148,7,198
1149,13,402
1150,24,921
1151,5,185
1152,4,170
1153,10,371
1154,24,807
1155,19,647
1156,25,881
1157,17,559
1158,13,401
1159,13,501
1160,33,1279
1161,6,172
1162,1,50
1163,16,669
1164,7,323
1165,9,317
1166,16,487
1167,19,744
1168,15,558
1169,22,810
1170,3,157
1171,2,80
1172,0,64
1173,10,333
1174,14,451
1175,5,172
1176,14,460
1177,8,284
1178,10,354
1179,19,738
1180,4,86
1181,13,416
1182,18,669
1183,8,253
1184,8,225
1185,18,755
1186,0,149
1187,29,1172
1188,20,837
1189,20,808
1190,19,725
1191,8,245
1192,17,624
1193,9,337
1194,4,132
1195,6,287
1196,29,965
1197,9,375
1198,8,201
1199,8,380
1200,11,261
1201,8,151
1202,9,365
1203,16,547
1204,12,424
1205,14,438
1206,14,412
1207,7,203
1208,8,274
1209,6,255
1210,10,418
1211,5,176
1212,21,676
1213,4,139
1214,0,56
1215,14,569
1216,11,431
1217,6,202
1218,39,1298
1219,13,370
1220,0,57
1221,12,484
1222,17,484
1223,17,594
1224,15,627
1225,24,871
1226,11,368
1227,25,853
1228,13,368
1229,8,269
1230,14,425
1231,6,235
1232,19,650
1233,9,356
1234,35,1230
1235,21,668
1236,4,145
1237,15,548
1238,11,426
1239,11,335
1240,10,326
1241,13,509
1242,10,352
1243,29,973
1244,11,416
1245,2,119
1246,10,338
1247,33,1109
1248,31,901
1249,5,193
1250,6,212
1251,7,240
1252,12,450
1253,5,164
1254,4,104
1255,9,286
1256,6,151
1257,10,387
1258,26,1000
1259,9,250
1260,6,260
1261,11,459
1262,27,901
1263,10,355
1264,7,212
1265,9,366
1266,9,341
1267,26,726
1268,24,955
1269,31,989
1270,17,671
1271,8,228
1272,17,791
1273,2,53
1274,33,1098
1275,8,346
1276,13,445
1277,8,389
1278,17,654
1279,24,826
1280,4,179
1281,7,348
1282,4,172
1283,19,530
1284,10,411
1285,0,36
1286,29,1035
1287,0,32
1288,3,148
1289,11,382
1290,15,580
1291,11,365
1292,37,1178
1293,12,351
1294,18,715
1295,19,518
1296,12,492
1297,18,554
1298,20,600
1299,4,185
1300,9,351
1301,20,686
1302,28,960
1303,0,60
1304,8,339
1305,27,1049
1306,14,401
1307,21,767
1308,7,207
1309,19,670
1310,27,716
1311,2,35
1312,5,180
1313,17,642
1314,9,220
1315,4,147
1316,19,611
1317,10,294
1318,14,527
1319,9,396
1320,7,239
1321,19,818
1322,9,252
1323,20,686
1324,9,309
1325,5,200
1326,20,571
1327,0,35
1328,22,668
1329,10,358
1330,14,540
1331,9,311
1332,23,790
1333,13,603
1334,17,521
1335,10,415
1336,13,436
1337,25,811
1338,3,72
1339,10,335
1340,15,394
1341,9,309
1342,15,449
1343,12,386
1344,16,634
1345,10,399
1346,24,888
1347,26,960
1348,37,1309
1349,11,337
1350,19,727
1351,20,611
1352,27,977
1353,13,427
1354,10,344
1355,24,806
1356,31,849
1357,31,1033
1358,13,469
1359,35,1285
1360,4,161
1361,15,480
1362,12,459
1363,0,124
1364,29,1078
1365,19,850
1366,6,209
1367,3,127
1368,23,803
1369,15,531
1370,15,552
1371,15,644
1372,8,312
1373,29,1086
1374,8,315
1375,6,149
1376,14,662
1377,27,916
1378,34,1112
1379,18,585
1380,14,563
1381,15,470
1382,11,363
1383,22,705
1384,0,71
1385,22,814
1386,20,669
1387,20,814
1388,16,584
1389,15,427
1390,19,568
1391,32,1151
1392,35,1094
1393,32,1100
1394,8,298
1395,14,514
1396,27,965
1397,17,484
1398,15,558
1399,0,65
1400,30,1075
1401,10,378
1402,10,489
1403,14,466
1404,13,512
1405,23,879
1406,7,318
1407,25,674
1408,8,294
1409,25,805
1410,40,1201
1411,6,158
1412,25,985
1413,11,312
1414,23,769
1415,29,938
1416,11,344
1417,16,556
1418,19,550
1419,13,535
1420,24,875
1421,7,214
1422,27,805
1423,56,1816
1424,23,771
1425,13,420
1426,36,1274
1427,30,1006
1428,31,1302
1429,19,589
1430,39,1165
1431,8,236
1432,20,763
1433,14,453
1434,17,607
1435,16,500
1436,28,926
1437,22,712
1438,14,529
1439,15,597
1440,32,1107
1441,42,1460
1442,21,794
1443,8,263
1444,46,1623
1445,41,1512
1446,35,1239
1447,34,1279
1448,36,1336
1449,46,1496
1450,20,669
1451,6,198
1452,40,1353
1453,11,316
1454,26,843
1455,15,461
1456,47,1386
1457,9,364
1458,12,516
1459,7,191
1460,31,928
1461,1,45
1462,4,67
1463,52,1792
1464,22,708
1465,43,1494
1466,21,747
1467,43,1528
1468,27,821
1469,22,854
1470,8,329
1471,4,156
1472,17,554
1473,15,595
1474,24,788
1475,24,704
1476,34,1251
1477,9,224
1478,47,1574
1479,17,678
1480,27,846
1481,8,291
1482,11,410
1483,2,209
1484,9,276
1485,28,955
1486,27,991
1487,21,649
1488,25,813
1489,38,1226
1490,22,691
1491,11,417
1492,15,540
1493,22,674
1494,22,794
1495,33,1314
1496,19,642
1497,7,194
1498,8,229
1499,25,650
1500,13,392
1501,40,1345
1502,25,880
1503,22,738
1504,12,442
1505,16,511
1506,33,1113
1507,0,59
1508,16,422
1509,27,837
1510,21,628
1511,16,460
1512,22,556
1513,31,867
1514,16,421
1515,37,1177
